Object Type,Object Name,Data Source,Time Period,Category,Data Item,Statistic Type,Value
Server,Cure_1,[Resource],Run,Capacity,UnitsUtilized,Maximum,38
Server,Cure_1,[Resource],Run,Capacity,UnitsUtilized,Minimum,0
Server,Cure_1,[Resource],Run,ResourceState,TimeProcessing,Average,6.1428662934604
Server,Cure_1,[Resource],Run,ResourceState,TimeProcessing,Occurrences,17
Server,Cure_1,[Resource],Run,ResourceState,TimeProcessing,Percent,5.32799627494014
Server,Cure_1,[Resource],Run,ResourceState,TimeProcessing,Total,104.428726988827
Server,Cure_1,[Resource],Run,ResourceState,TimeStarved,Average,103.087292945065
Server,Cure_1,[Resource],Run,ResourceState,TimeStarved,Occurrences,18
Server,Cure_1,[Resource],Run,ResourceState,TimeStarved,Percent,94.6720037250599
Server,Cure_1,[Resource],Run,ResourceState,TimeStarved,Total,1855.57127301117
Server,Cure_1,InputBuffer,Run,Throughput,NumberEntered,Total,1982
Server,Cure_1,InputBuffer,Run,Throughput,NumberExited,Total,1982
Server,Cure_1,OutputBuffer,Run,Throughput,NumberEntered,Total,1982
Server,Cure_1,OutputBuffer,Run,Throughput,NumberExited,Total,1982
Server,Cure_1,Processing,Run,Content,NumberInStation,Average,1.0154422705216
Server,Cure_1,Processing,Run,Content,NumberInStation,Maximum,38
Server,Cure_1,Processing,Run,Content,NumberInStation,Minimum,0
Server,Cure_1,Processing,Run,HoldingTime,TimeInStation,Average,1.00417096378523
Server,Cure_1,Processing,Run,HoldingTime,TimeInStation,Maximum,1.00495711695817
Server,Cure_1,Processing,Run,HoldingTime,TimeInStation,Minimum,1.00336059958158
Server,Cure_1,Processing,Run,Throughput,NumberEntered,Total,1982
Server,Cure_1,Processing,Run,Throughput,NumberExited,Total,1982
Server,FA_Cut_1,[Resource],Run,Capacity,ScheduledUtilization,Percent,26.4354089405576
Server,FA_Cut_1,[Resource],Run,Capacity,UnitsAllocated,Total,13318
Server,FA_Cut_1,[Resource],Run,Capacity,UnitsScheduled,Average,0.214285714285714
Server,FA_Cut_1,[Resource],Run,Capacity,UnitsScheduled,Maximum,1
Server,FA_Cut_1,[Resource],Run,Capacity,UnitsScheduled,Minimum,0
Server,FA_Cut_1,[Resource],Run,Capacity,UnitsUtilized,Average,0.0566473048726235
Server,FA_Cut_1,[Resource],Run,Capacity,UnitsUtilized,Maximum,1
Server,FA_Cut_1,[Resource],Run,Capacity,UnitsUtilized,Minimum,0
Server,FA_Cut_1,[Resource],Run,ResourceState,TimeOffShift,Average,12.7272727272727
Server,FA_Cut_1,[Resource],Run,ResourceState,TimeOffShift,Occurrences,121
Server,FA_Cut_1,[Resource],Run,ResourceState,TimeOffShift,Percent,78.5714285714286
Server,FA_Cut_1,[Resource],Run,ResourceState,TimeOffShift,Total,1540
Server,FA_Cut_1,[Resource],Run,ResourceState,TimeProcessing,Average,1.52094133630606
Server,FA_Cut_1,[Resource],Run,ResourceState,TimeProcessing,Occurrences,73
Server,FA_Cut_1,[Resource],Run,ResourceState,TimeProcessing,Percent,5.66473048726235
Server,FA_Cut_1,[Resource],Run,ResourceState,TimeProcessing,Total,111.028717550342
Server,FA_Cut_1,[Resource],Run,ResourceState,TimeStarved,Average,2.1308364306873
Server,FA_Cut_1,[Resource],Run,ResourceState,TimeStarved,Occurrences,145
Server,FA_Cut_1,[Resource],Run,ResourceState,TimeStarved,Percent,15.7638409413091
Server,FA_Cut_1,[Resource],Run,ResourceState,TimeStarved,Total,308.971282449658
Server,FA_Cut_1,InputBuffer,Run,Content,NumberInStation,Average,6.59884414333852
Server,FA_Cut_1,InputBuffer,Run,Content,NumberInStation,Maximum,208
Server,FA_Cut_1,InputBuffer,Run,Content,NumberInStation,Minimum,0
Server,FA_Cut_1,InputBuffer,Run,HoldingTime,TimeInStation,Average,0.971146908014973
Server,FA_Cut_1,InputBuffer,Run,HoldingTime,TimeInStation,Maximum,2.75647966355086
Server,FA_Cut_1,InputBuffer,Run,HoldingTime,TimeInStation,Minimum,0
Server,FA_Cut_1,InputBuffer,Run,Throughput,NumberEntered,Total,13318
Server,FA_Cut_1,InputBuffer,Run,Throughput,NumberExited,Total,13318
Server,FA_Cut_1,OutputBuffer,Run,Content,NumberInStation,Average,2644.94689913698
Server,FA_Cut_1,OutputBuffer,Run,Content,NumberInStation,Maximum,6361
Server,FA_Cut_1,OutputBuffer,Run,Content,NumberInStation,Minimum,0
Server,FA_Cut_1,OutputBuffer,Run,HoldingTime,TimeInStation,Average,364.244960320001
Server,FA_Cut_1,OutputBuffer,Run,HoldingTime,TimeInStation,Maximum,863.524535870566
Server,FA_Cut_1,OutputBuffer,Run,HoldingTime,TimeInStation,Minimum,0.00300257448404295
Server,FA_Cut_1,OutputBuffer,Run,Throughput,NumberEntered,Total,13318
Server,FA_Cut_1,OutputBuffer,Run,Throughput,NumberExited,Total,7131
Server,FA_Cut_1,Processing,Run,Content,NumberInStation,Average,0.0688922028318072
Server,FA_Cut_1,Processing,Run,Content,NumberInStation,Maximum,1
Server,FA_Cut_1,Processing,Run,Content,NumberInStation,Minimum,0
Server,FA_Cut_1,Processing,Run,HoldingTime,TimeInStation,Average,0.0101388134517452
Server,FA_Cut_1,Processing,Run,HoldingTime,TimeInStation,Maximum,1.00973875706836
Server,FA_Cut_1,Processing,Run,HoldingTime,TimeInStation,Minimum,0.00668459291182444
Server,FA_Cut_1,Processing,Run,Throughput,NumberEntered,Total,13318
Server,FA_Cut_1,Processing,Run,Throughput,NumberExited,Total,13318
Server,FA_Cut_2,[Resource],Run,Capacity,ScheduledUtilization,Percent,26.0673776254727
Server,FA_Cut_2,[Resource],Run,Capacity,UnitsAllocated,Total,13122
Server,FA_Cut_2,[Resource],Run,Capacity,UnitsScheduled,Average,0.214285714285714
Server,FA_Cut_2,[Resource],Run,Capacity,UnitsScheduled,Maximum,1
Server,FA_Cut_2,[Resource],Run,Capacity,UnitsScheduled,Minimum,0
Server,FA_Cut_2,[Resource],Run,Capacity,UnitsUtilized,Average,0.0558586663402986
Server,FA_Cut_2,[Resource],Run,Capacity,UnitsUtilized,Maximum,1
Server,FA_Cut_2,[Resource],Run,Capacity,UnitsUtilized,Minimum,0
Server,FA_Cut_2,[Resource],Run,ResourceState,TimeOffShift,Average,12.7272727272727
Server,FA_Cut_2,[Resource],Run,ResourceState,TimeOffShift,Occurrences,121
Server,FA_Cut_2,[Resource],Run,ResourceState,TimeOffShift,Percent,78.5714285714286
Server,FA_Cut_2,[Resource],Run,ResourceState,TimeOffShift,Total,1540
Server,FA_Cut_2,[Resource],Run,ResourceState,TimeProcessing,Average,1.49976693187651
Server,FA_Cut_2,[Resource],Run,ResourceState,TimeProcessing,Occurrences,73
Server,FA_Cut_2,[Resource],Run,ResourceState,TimeProcessing,Percent,5.58586663402986
Server,FA_Cut_2,[Resource],Run,ResourceState,TimeProcessing,Total,109.482986026985
Server,FA_Cut_2,[Resource],Run,ResourceState,TimeStarved,Average,2.11236063927221
Server,FA_Cut_2,[Resource],Run,ResourceState,TimeStarved,Occurrences,147
Server,FA_Cut_2,[Resource],Run,ResourceState,TimeStarved,Percent,15.8427047945416
Server,FA_Cut_2,[Resource],Run,ResourceState,TimeStarved,Total,310.517013973015
Server,FA_Cut_2,InputBuffer,Run,Content,NumberInStation,Average,6.27768664949939
Server,FA_Cut_2,InputBuffer,Run,Content,NumberInStation,Maximum,201
Server,FA_Cut_2,InputBuffer,Run,Content,NumberInStation,Minimum,0
Server,FA_Cut_2,InputBuffer,Run,HoldingTime,TimeInStation,Average,0.937682200351968
Server,FA_Cut_2,InputBuffer,Run,HoldingTime,TimeInStation,Maximum,2.66769118852505
Server,FA_Cut_2,InputBuffer,Run,HoldingTime,TimeInStation,Minimum,0
Server,FA_Cut_2,InputBuffer,Run,Throughput,NumberEntered,Total,13122
Server,FA_Cut_2,InputBuffer,Run,Throughput,NumberExited,Total,13122
Server,FA_Cut_2,OutputBuffer,Run,Content,NumberInStation,Average,2563.54124023115
Server,FA_Cut_2,OutputBuffer,Run,Content,NumberInStation,Maximum,6122
Server,FA_Cut_2,OutputBuffer,Run,Content,NumberInStation,Minimum,0
Server,FA_Cut_2,OutputBuffer,Run,HoldingTime,TimeInStation,Average,360.8203847979
Server,FA_Cut_2,OutputBuffer,Run,HoldingTime,TimeInStation,Maximum,845.182718985423
Server,FA_Cut_2,OutputBuffer,Run,HoldingTime,TimeInStation,Minimum,0.00250414214889361
Server,FA_Cut_2,OutputBuffer,Run,Throughput,NumberEntered,Total,13122
Server,FA_Cut_2,OutputBuffer,Run,Throughput,NumberExited,Total,7174
Server,FA_Cut_2,Processing,Run,Content,NumberInStation,Average,0.0675933602178496
Server,FA_Cut_2,Processing,Run,Content,NumberInStation,Maximum,1
Server,FA_Cut_2,Processing,Run,Content,NumberInStation,Minimum,0
Server,FA_Cut_2,Processing,Run,HoldingTime,TimeInStation,Average,0.0100962495067052
Server,FA_Cut_2,Processing,Run,HoldingTime,TimeInStation,Maximum,1.00969084621397
Server,FA_Cut_2,Processing,Run,HoldingTime,TimeInStation,Minimum,0.00669490983386822
Server,FA_Cut_2,Processing,Run,Throughput,NumberEntered,Total,13122
Server,FA_Cut_2,Processing,Run,Throughput,NumberExited,Total,13122
Server,FA_Drill_1,[Resource],Run,Capacity,ScheduledUtilization,Percent,91.5510788510191
Server,FA_Drill_1,[Resource],Run,Capacity,UnitsAllocated,Total,5451
Server,FA_Drill_1,[Resource],Run,Capacity,UnitsScheduled,Average,0.214285714285714
Server,FA_Drill_1,[Resource],Run,Capacity,UnitsScheduled,Maximum,1
Server,FA_Drill_1,[Resource],Run,Capacity,UnitsScheduled,Minimum,0
Server,FA_Drill_1,[Resource],Run,Capacity,UnitsUtilized,Average,0.196180883252184
Server,FA_Drill_1,[Resource],Run,Capacity,UnitsUtilized,Maximum,1
Server,FA_Drill_1,[Resource],Run,Capacity,UnitsUtilized,Minimum,0
Server,FA_Drill_1,[Resource],Run,ResourceState,TimeOffShift,Average,12.7272727272727
Server,FA_Drill_1,[Resource],Run,ResourceState,TimeOffShift,Occurrences,121
Server,FA_Drill_1,[Resource],Run,ResourceState,TimeOffShift,Percent,78.5714285714286
Server,FA_Drill_1,[Resource],Run,ResourceState,TimeOffShift,Total,1540
Server,FA_Drill_1,[Resource],Run,ResourceState,TimeProcessing,Average,0.0691821754541706
Server,FA_Drill_1,[Resource],Run,ResourceState,TimeProcessing,Occurrences,5558
Server,FA_Drill_1,[Resource],Run,ResourceState,TimeProcessing,Percent,19.6180883252184
Server,FA_Drill_1,[Resource],Run,ResourceState,TimeProcessing,Total,384.51453117428
Server,FA_Drill_1,[Resource],Run,ResourceState,TimeStarved,Average,0.00649560110300562
Server,FA_Drill_1,[Resource],Run,ResourceState,TimeStarved,Occurrences,5463
Server,FA_Drill_1,[Resource],Run,ResourceState,TimeStarved,Percent,1.81048310335305
Server,FA_Drill_1,[Resource],Run,ResourceState,TimeStarved,Total,35.4854688257197
Server,FA_Drill_1,OutputBuffer,Run,Content,NumberInStation,Average,0.0130096430119051
Server,FA_Drill_1,OutputBuffer,Run,Content,NumberInStation,Maximum,1
Server,FA_Drill_1,OutputBuffer,Run,Content,NumberInStation,Minimum,0
Server,FA_Drill_1,OutputBuffer,Run,HoldingTime,TimeInStation,Average,0.00467869730336405
Server,FA_Drill_1,OutputBuffer,Run,HoldingTime,TimeInStation,Maximum,0.017126256459667
Server,FA_Drill_1,OutputBuffer,Run,HoldingTime,TimeInStation,Minimum,0.00467641292834742
Server,FA_Drill_1,OutputBuffer,Run,Throughput,NumberEntered,Total,5450
Server,FA_Drill_1,OutputBuffer,Run,Throughput,NumberExited,Total,5450
Server,FA_Drill_1,Processing,Run,Content,NumberInStation,Average,0.849752311823612
Server,FA_Drill_1,Processing,Run,Content,NumberInStation,Maximum,1
Server,FA_Drill_1,Processing,Run,Content,NumberInStation,Minimum,0
Server,FA_Drill_1,Processing,Run,HoldingTime,TimeInStation,Average,0.304313046836395
Server,FA_Drill_1,Processing,Run,HoldingTime,TimeInStation,Maximum,64.1704815032788
Server,FA_Drill_1,Processing,Run,HoldingTime,TimeInStation,Minimum,0.024741791488168
Server,FA_Drill_1,Processing,Run,Throughput,NumberEntered,Total,5451
Server,FA_Drill_1,Processing,Run,Throughput,NumberExited,Total,5450
Server,FA_Drill_2,[Resource],Run,Capacity,ScheduledUtilization,Percent,91.9838596663523
Server,FA_Drill_2,[Resource],Run,Capacity,UnitsAllocated,Total,4752
Server,FA_Drill_2,[Resource],Run,Capacity,UnitsScheduled,Average,0.214285714285714
Server,FA_Drill_2,[Resource],Run,Capacity,UnitsScheduled,Maximum,1
Server,FA_Drill_2,[Resource],Run,Capacity,UnitsScheduled,Minimum,0
Server,FA_Drill_2,[Resource],Run,Capacity,UnitsUtilized,Average,0.197108270713612
Server,FA_Drill_2,[Resource],Run,Capacity,UnitsUtilized,Maximum,1
Server,FA_Drill_2,[Resource],Run,Capacity,UnitsUtilized,Minimum,0
Server,FA_Drill_2,[Resource],Run,ResourceState,TimeOffShift,Average,12.7272727272727
Server,FA_Drill_2,[Resource],Run,ResourceState,TimeOffShift,Occurrences,121
Server,FA_Drill_2,[Resource],Run,ResourceState,TimeOffShift,Percent,78.5714285714286
Server,FA_Drill_2,[Resource],Run,ResourceState,TimeOffShift,Total,1540
Server,FA_Drill_2,[Resource],Run,ResourceState,TimeProcessing,Average,0.0795249507201893
Server,FA_Drill_2,[Resource],Run,ResourceState,TimeProcessing,Occurrences,4858
Server,FA_Drill_2,[Resource],Run,ResourceState,TimeProcessing,Percent,19.7108270713612
Server,FA_Drill_2,[Resource],Run,ResourceState,TimeProcessing,Total,386.33221059868
Server,FA_Drill_2,[Resource],Run,ResourceState,TimeStarved,Average,0.00706712623873222
Server,FA_Drill_2,[Resource],Run,ResourceState,TimeStarved,Occurrences,4764
Server,FA_Drill_2,[Resource],Run,ResourceState,TimeStarved,Percent,1.71774435721022
Server,FA_Drill_2,[Resource],Run,ResourceState,TimeStarved,Total,33.6677894013203
Server,FA_Drill_2,OutputBuffer,Run,Content,NumberInStation,Average,0.00829463567425613
Server,FA_Drill_2,OutputBuffer,Run,Content,NumberInStation,Maximum,1
Server,FA_Drill_2,OutputBuffer,Run,Content,NumberInStation,Minimum,0
Server,FA_Drill_2,OutputBuffer,Run,HoldingTime,TimeInStation,Average,0.00342190821333235
Server,FA_Drill_2,OutputBuffer,Run,HoldingTime,TimeInStation,Maximum,0.0183624107537377
Server,FA_Drill_2,OutputBuffer,Run,HoldingTime,TimeInStation,Minimum,0.00341876284437603
Server,FA_Drill_2,OutputBuffer,Run,Throughput,NumberEntered,Total,4751
Server,FA_Drill_2,OutputBuffer,Run,Throughput,NumberExited,Total,4751
Server,FA_Drill_2,Processing,Run,Content,NumberInStation,Average,0.842516433978918
Server,FA_Drill_2,Processing,Run,Content,NumberInStation,Maximum,1
Server,FA_Drill_2,Processing,Run,Content,NumberInStation,Minimum,0
Server,FA_Drill_2,Processing,Run,EntryQueue,NumberWaiting,Average,0.00816310743806549
Server,FA_Drill_2,Processing,Run,EntryQueue,NumberWaiting,Maximum,1
Server,FA_Drill_2,Processing,Run,EntryQueue,NumberWaiting,Minimum,0
Server,FA_Drill_2,Processing,Run,EntryQueue,TimeWaiting,Average,0.00336693825307415
Server,FA_Drill_2,Processing,Run,EntryQueue,TimeWaiting,Maximum,15.9996905786084
Server,FA_Drill_2,Processing,Run,EntryQueue,TimeWaiting,Minimum,0
Server,FA_Drill_2,Processing,Run,HoldingTime,TimeInStation,Average,0.346096421006136
Server,FA_Drill_2,Processing,Run,HoldingTime,TimeInStation,Maximum,64.1439722950881
Server,FA_Drill_2,Processing,Run,HoldingTime,TimeInStation,Minimum,0.0211890978359719
Server,FA_Drill_2,Processing,Run,Throughput,NumberEntered,Total,4752
Server,FA_Drill_2,Processing,Run,Throughput,NumberExited,Total,4751
Server,FA_Drill_3,[Resource],Run,Capacity,ScheduledUtilization,Percent,91.9134531120784
Server,FA_Drill_3,[Resource],Run,Capacity,UnitsAllocated,Total,4100
Server,FA_Drill_3,[Resource],Run,Capacity,UnitsScheduled,Average,0.214285714285714
Server,FA_Drill_3,[Resource],Run,Capacity,UnitsScheduled,Maximum,1
Server,FA_Drill_3,[Resource],Run,Capacity,UnitsScheduled,Minimum,0
Server,FA_Drill_3,[Resource],Run,Capacity,UnitsUtilized,Average,0.196957399525882
Server,FA_Drill_3,[Resource],Run,Capacity,UnitsUtilized,Maximum,1
Server,FA_Drill_3,[Resource],Run,Capacity,UnitsUtilized,Minimum,0
Server,FA_Drill_3,[Resource],Run,ResourceState,TimeOffShift,Average,12.7272727272727
Server,FA_Drill_3,[Resource],Run,ResourceState,TimeOffShift,Occurrences,121
Server,FA_Drill_3,[Resource],Run,ResourceState,TimeOffShift,Percent,78.5714285714286
Server,FA_Drill_3,[Resource],Run,ResourceState,TimeOffShift,Total,1540
Server,FA_Drill_3,[Resource],Run,ResourceState,TimeProcessing,Average,0.0917823354899499
Server,FA_Drill_3,[Resource],Run,ResourceState,TimeProcessing,Occurrences,4206
Server,FA_Drill_3,[Resource],Run,ResourceState,TimeProcessing,Percent,19.6957399525882
Server,FA_Drill_3,[Resource],Run,ResourceState,TimeProcessing,Total,386.036503070729
Server,FA_Drill_3,[Resource],Run,ResourceState,TimeStarved,Average,0.00825960528435571
Server,FA_Drill_3,[Resource],Run,ResourceState,TimeStarved,Occurrences,4112
Server,FA_Drill_3,[Resource],Run,ResourceState,TimeStarved,Percent,1.7328314759832
Server,FA_Drill_3,[Resource],Run,ResourceState,TimeStarved,Total,33.9634969292707
Server,FA_Drill_3,OutputBuffer,Run,Content,NumberInStation,Average,0.0104748013384077
Server,FA_Drill_3,OutputBuffer,Run,Content,NumberInStation,Maximum,1
Server,FA_Drill_3,OutputBuffer,Run,Content,NumberInStation,Minimum,0
Server,FA_Drill_3,OutputBuffer,Run,HoldingTime,TimeInStation,Average,0.00500868763680874
Server,FA_Drill_3,OutputBuffer,Run,HoldingTime,TimeInStation,Maximum,0.0200578793279689
Server,FA_Drill_3,OutputBuffer,Run,HoldingTime,TimeInStation,Minimum,0.00500501531087139
Server,FA_Drill_3,OutputBuffer,Run,Throughput,NumberEntered,Total,4099
Server,FA_Drill_3,OutputBuffer,Run,Throughput,NumberExited,Total,4099
Server,FA_Drill_3,Processing,Run,Content,NumberInStation,Average,0.842365562791188
Server,FA_Drill_3,Processing,Run,Content,NumberInStation,Maximum,1
Server,FA_Drill_3,Processing,Run,Content,NumberInStation,Minimum,0
Server,FA_Drill_3,Processing,Run,EntryQueue,NumberWaiting,Average,0.00816325476312298
Server,FA_Drill_3,Processing,Run,EntryQueue,NumberWaiting,Maximum,1
Server,FA_Drill_3,Processing,Run,EntryQueue,NumberWaiting,Minimum,0
Server,FA_Drill_3,Processing,Run,EntryQueue,TimeWaiting,Average,0.0039024339843222
Server,FA_Drill_3,Processing,Run,EntryQueue,TimeWaiting,Maximum,15.999979335721
Server,FA_Drill_3,Processing,Run,EntryQueue,TimeWaiting,Minimum,0
Server,FA_Drill_3,Processing,Run,HoldingTime,TimeInStation,Average,0.401080761821864
Server,FA_Drill_3,Processing,Run,HoldingTime,TimeInStation,Maximum,64.1587203371255
Server,FA_Drill_3,Processing,Run,HoldingTime,TimeInStation,Minimum,0.0236242255075467
Server,FA_Drill_3,Processing,Run,Throughput,NumberEntered,Total,4100
Server,FA_Drill_3,Processing,Run,Throughput,NumberExited,Total,4099
Server,Quality,[Resource],Run,Capacity,ScheduledUtilization,Percent,7.41539154144446
Server,Quality,[Resource],Run,Capacity,UnitsAllocated,Total,629
Server,Quality,[Resource],Run,Capacity,UnitsScheduled,Average,1
Server,Quality,[Resource],Run,Capacity,UnitsScheduled,Maximum,1
Server,Quality,[Resource],Run,Capacity,UnitsScheduled,Minimum,1
Server,Quality,[Resource],Run,Capacity,UnitsUtilized,Average,0.0741539154144446
Server,Quality,[Resource],Run,Capacity,UnitsUtilized,Maximum,1
Server,Quality,[Resource],Run,Capacity,UnitsUtilized,Minimum,0
Server,Quality,[Resource],Run,ResourceState,TimeProcessing,Average,3.9281533570895
Server,Quality,[Resource],Run,ResourceState,TimeProcessing,Occurrences,37
Server,Quality,[Resource],Run,ResourceState,TimeProcessing,Percent,7.41539154144446
Server,Quality,[Resource],Run,ResourceState,TimeProcessing,Total,145.341674212311
Server,Quality,[Resource],Run,ResourceState,TimeStarved,Average,47.7541664680971
Server,Quality,[Resource],Run,ResourceState,TimeStarved,Occurrences,38
Server,Quality,[Resource],Run,ResourceState,TimeStarved,Percent,92.5846084585555
Server,Quality,[Resource],Run,ResourceState,TimeStarved,Total,1814.65832578769
Server,Quality,InputBuffer,Run,Content,NumberInStation,Average,0.590632312357454
Server,Quality,InputBuffer,Run,Content,NumberInStation,Maximum,16
Server,Quality,InputBuffer,Run,Content,NumberInStation,Minimum,0
Server,Quality,InputBuffer,Run,HoldingTime,TimeInStation,Average,1.84044408938094
Server,Quality,InputBuffer,Run,HoldingTime,TimeInStation,Maximum,4.23693525625299
Server,Quality,InputBuffer,Run,HoldingTime,TimeInStation,Minimum,0
Server,Quality,InputBuffer,Run,Throughput,NumberEntered,Total,629
Server,Quality,InputBuffer,Run,Throughput,NumberExited,Total,629
Server,Quality,OutputBuffer,Run,Throughput,NumberEntered,Total,629
Server,Quality,OutputBuffer,Run,Throughput,NumberExited,Total,629
Server,Quality,Processing,Run,Content,NumberInStation,Average,0.0741539154144446
Server,Quality,Processing,Run,Content,NumberInStation,Maximum,1
Server,Quality,Processing,Run,Content,NumberInStation,Minimum,0
Server,Quality,Processing,Run,HoldingTime,TimeInStation,Average,0.231067844534676
Server,Quality,Processing,Run,HoldingTime,TimeInStation,Maximum,0.373486251486597
Server,Quality,Processing,Run,HoldingTime,TimeInStation,Minimum,0.054406114479562
Server,Quality,Processing,Run,Throughput,NumberEntered,Total,629
Server,Quality,Processing,Run,Throughput,NumberExited,Total,629
Server,SA_Cut_1,[Resource],Run,Capacity,ScheduledUtilization,Percent,98.4035401220214
Server,SA_Cut_1,[Resource],Run,Capacity,UnitsAllocated,Total,6692
Server,SA_Cut_1,[Resource],Run,Capacity,UnitsScheduled,Average,0.214285714285714
Server,SA_Cut_1,[Resource],Run,Capacity,UnitsScheduled,Maximum,1
Server,SA_Cut_1,[Resource],Run,Capacity,UnitsScheduled,Minimum,0
Server,SA_Cut_1,[Resource],Run,Capacity,UnitsUtilized,Average,0.210864728832903
Server,SA_Cut_1,[Resource],Run,Capacity,UnitsUtilized,Maximum,1
Server,SA_Cut_1,[Resource],Run,Capacity,UnitsUtilized,Minimum,0
Server,SA_Cut_1,[Resource],Run,ResourceState,TimeOffShift,Average,12.7272727272727
Server,SA_Cut_1,[Resource],Run,ResourceState,TimeOffShift,Occurrences,121
Server,SA_Cut_1,[Resource],Run,ResourceState,TimeOffShift,Percent,78.5714285714286
Server,SA_Cut_1,[Resource],Run,ResourceState,TimeOffShift,Total,1540
Server,SA_Cut_1,[Resource],Run,ResourceState,TimeProcessing,Average,3.4730661219537
Server,SA_Cut_1,[Resource],Run,ResourceState,TimeProcessing,Occurrences,119
Server,SA_Cut_1,[Resource],Run,ResourceState,TimeProcessing,Percent,21.0864728832903
Server,SA_Cut_1,[Resource],Run,ResourceState,TimeProcessing,Total,413.29486851249
Server,SA_Cut_1,[Resource],Run,ResourceState,TimeStarved,Average,0.838141435938749
Server,SA_Cut_1,[Resource],Run,ResourceState,TimeStarved,Occurrences,8
Server,SA_Cut_1,[Resource],Run,ResourceState,TimeStarved,Percent,0.342098545281122
Server,SA_Cut_1,[Resource],Run,ResourceState,TimeStarved,Total,6.70513148750999
Server,SA_Cut_1,InputBuffer,Run,Content,NumberInStation,Average,2347.28451421216
Server,SA_Cut_1,InputBuffer,Run,Content,NumberInStation,Maximum,5257
Server,SA_Cut_1,InputBuffer,Run,Content,NumberInStation,Minimum,0
Server,SA_Cut_1,InputBuffer,Run,HoldingTime,TimeInStation,Average,380.0253377715
Server,SA_Cut_1,InputBuffer,Run,HoldingTime,TimeInStation,Maximum,846.823094147685
Server,SA_Cut_1,InputBuffer,Run,HoldingTime,TimeInStation,Minimum,0
Server,SA_Cut_1,InputBuffer,Run,Throughput,NumberEntered,Total,11734
Server,SA_Cut_1,InputBuffer,Run,Throughput,NumberExited,Total,6692
Server,SA_Cut_1,OutputBuffer,Run,Content,NumberInStation,Average,0.0140278777765601
Server,SA_Cut_1,OutputBuffer,Run,Content,NumberInStation,Maximum,1
Server,SA_Cut_1,OutputBuffer,Run,Content,NumberInStation,Minimum,0
Server,SA_Cut_1,OutputBuffer,Run,HoldingTime,TimeInStation,Average,0.00410919749545028
Server,SA_Cut_1,OutputBuffer,Run,HoldingTime,TimeInStation,Maximum,0.00410920381392543
Server,SA_Cut_1,OutputBuffer,Run,HoldingTime,TimeInStation,Minimum,0.00406692720193402
Server,SA_Cut_1,OutputBuffer,Run,Throughput,NumberEntered,Total,6691
Server,SA_Cut_1,OutputBuffer,Run,Throughput,NumberExited,Total,6691
Server,SA_Cut_1,Processing,Run,Content,NumberInStation,Average,0.971068810465556
Server,SA_Cut_1,Processing,Run,Content,NumberInStation,Maximum,1
Server,SA_Cut_1,Processing,Run,Content,NumberInStation,Minimum,0
Server,SA_Cut_1,Processing,Run,HoldingTime,TimeInStation,Average,0.283409400919003
Server,SA_Cut_1,Processing,Run,HoldingTime,TimeInStation,Maximum,64.0834994976401
Server,SA_Cut_1,Processing,Run,HoldingTime,TimeInStation,Minimum,0.0276290210351817
Server,SA_Cut_1,Processing,Run,Throughput,NumberEntered,Total,6692
Server,SA_Cut_1,Processing,Run,Throughput,NumberExited,Total,6691
Server,SA_Drill_1,[Resource],Run,Capacity,ScheduledUtilization,Percent,69.1752005984677
Server,SA_Drill_1,[Resource],Run,Capacity,UnitsAllocated,Total,1920
Server,SA_Drill_1,[Resource],Run,Capacity,UnitsScheduled,Average,0.214285714285714
Server,SA_Drill_1,[Resource],Run,Capacity,UnitsScheduled,Maximum,1
Server,SA_Drill_1,[Resource],Run,Capacity,UnitsScheduled,Minimum,0
Server,SA_Drill_1,[Resource],Run,Capacity,UnitsUtilized,Average,0.148232572711002
Server,SA_Drill_1,[Resource],Run,Capacity,UnitsUtilized,Maximum,1
Server,SA_Drill_1,[Resource],Run,Capacity,UnitsUtilized,Minimum,0
Server,SA_Drill_1,[Resource],Run,ResourceState,TimeOffShift,Average,12.7272727272727
Server,SA_Drill_1,[Resource],Run,ResourceState,TimeOffShift,Occurrences,121
Server,SA_Drill_1,[Resource],Run,ResourceState,TimeOffShift,Percent,78.5714285714286
Server,SA_Drill_1,[Resource],Run,ResourceState,TimeOffShift,Total,1540
Server,SA_Drill_1,[Resource],Run,ResourceState,TimeProcessing,Average,0.145340591552559
Server,SA_Drill_1,[Resource],Run,ResourceState,TimeProcessing,Occurrences,1999
Server,SA_Drill_1,[Resource],Run,ResourceState,TimeProcessing,Percent,14.8232572711002
Server,SA_Drill_1,[Resource],Run,ResourceState,TimeProcessing,Total,290.535842513564
Server,SA_Drill_1,[Resource],Run,ResourceState,TimeStarved,Average,0.066053141574712
Server,SA_Drill_1,[Resource],Run,ResourceState,TimeStarved,Occurrences,1960
Server,SA_Drill_1,[Resource],Run,ResourceState,TimeStarved,Percent,6.6053141574712
Server,SA_Drill_1,[Resource],Run,ResourceState,TimeStarved,Total,129.464157486435
Server,SA_Drill_1,OutputBuffer,Run,Content,NumberInStation,Average,0.0024133431871878
Server,SA_Drill_1,OutputBuffer,Run,Content,NumberInStation,Maximum,1
Server,SA_Drill_1,OutputBuffer,Run,Content,NumberInStation,Minimum,0
Server,SA_Drill_1,OutputBuffer,Run,HoldingTime,TimeInStation,Average,0.00246490497492866
