Producto;Estacion;Minutos
B22_BP;BP_Sand_2;3.43
B22_SA;SA_Cut_1;2.37
B22_SA;SA_Routing_1;-63521792.7
B22_FA;FA_Drill_3;6.32
B22_FA;FA_Cut_1;3.7
B22_BP;BP_Cut_1;2.08
B22_BP;BP_Drill_3;5.87
B22_FA;FA_Assemble_1;1.78
B22_SA;SA_Drill_1;
B22_BP;;
B22_SA;SA_Assemble_1;
B22;Paint_2;
B22;Assemble_1;
B22;Assemble_3;
B22_BP;BP_Cut_1;
B22_BP;BP_Drill_1;
B22_SA;SA_Cut_1;
B22_SA;SA_Routing_1;
B22_FA;FA_Drill_1;
;FA_Assemble_1;
B22_SA;SA_Drill_2;
B22_FA;FA_Cut_2;
O24;Assemble_2;
B22_FA;FA_Cut_1;
B22_FA;FA_Drill_2;
B22_BP;BP_Sand_2;
B22_BP;BP_Cut_1;
B22_BP;BP_Drill_2;
B22;Paint_1;
B22_SA;SA_Assemble_1;
B22_SA;SA_Cut_1;
B22_SA;SA_Routing_1;
B22;Sand_4;
B22_FA;FA_Assemble_1;
B22;Sand_2;
B22_SA;SA_Drill_3;
B22_BP;BP_Sand_1;
B22;Assemble_1;
B22_FA;FA_Drill_3;
B22_FA;FA_Assemble_1;
B22_SA;;
B22;Paint_3;
B22_BP;BP_Cut_1;
B22_BP;BP_Drill_3;
B22_SA;SA_Cut_1;
B22_SA;;
B22;Assemble_3;
B22_FA;FA_Cut_2;
B22_SA;SA_Drill_1;
B22;Sand_3;
B22_FA;;
B22;Paint_2;
B22_BP;BP_Sand_2;
B22_FA;FA_Drill_1;
B22_FA;FA_Assemble_1;
B22_BP;BP_Cut_1;
B22_BP;BP_Drill_1;
B22_SA;SA_Assemble_1;
;SA_Cut_1;
B22_SA;SA_Routing_1;
B22_FA;FA_Drill_2;
B22_BP;BP_Sand_1;
B22_SA;SA_Drill_2;
O24;;
B22;Assemble_1;
B22_FA;FA_Cut_2;
B22_FA;FA_Assemble_1;
B22_BP;BP_Cut_1;
B22_BP;BP_Drill_2;
B22;;
B22_SA;SA_Assemble_2;
B22;Sand_1;
O24;Assemble_2;
B22;Sand_4;
;SA_Cut_1;
B22_SA;SA_Routing_1;
B22_FA;FA_Cut_1;
B22;Sand_2;
O24;Paint_3;
B22_SA;;
;FA_Drill_3;
B22_BP;BP_Sand_2;
B22_FA;;
B22_BP;BP_Cut_1;
B22_BP;BP_Drill_3;
B22_SA;SA_Assemble_1;
B22_SA;SA_Cut_1;
B22_SA;SA_Routing_1;
B22;Paint_2;
B22_SA;SA_Drill_1;
B22_BP;BP_Sand_1;
B22_FA;FA_Cut_2;
B22;Assemble_1;
B22;Sand_3;
B22_BP;BP_Cut_1;
B22_BP;BP_Drill_1;
B22_FA;FA_Drill_1;
B22;Assemble_3;
B22_SA;SA_Assemble_2;
B22_FA;FA_Assemble_1;
B22_FA;;
B23_FA;FA_Cut_1;
B22_SA;SA_Cut_1;
B22_SA;SA_Routing_1;
B22_BP;BP_Sand_2;
B22_SA;SA_Drill_2;
B22_BP;BP_Cut_1;
B22_BP;BP_Drill_2;
B22;Sand_1;
B22_FA;FA_Assemble_1;
B22_FA;FA_Drill_3;
B22;Sand_4;
B22;Assemble_2;
B22_SA;SA_Cut_1;
B22_SA;;
B22_SA;SA_Assemble_1;
B22;Paint_1;
B23_FA;FA_Cut_2;
O24;Assemble_1;
B22;Paint_2;
B22_FA;FA_Assemble_1;
B22_SA;SA_Drill_3;
B22_BP;BP_Sand_1;
B22_BP;BP_Cut_1;
B22_BP;BP_Drill_3;
B23_FA;FA_Cut_1;
O24;Sand_2;
;SA_Assemble_2;
B22;Assemble_3;
B23_SA;SA_Cut_1;
B22_SA;SA_Routing_1;
B22_BP;;
;FA_Drill_1;
B22_FA;FA_Assemble_1;
B22_SA;SA_Drill_1;
B22;Sand_3;
B22;Paint_3;
B23_BP;BP_Cut_1;
B22_BP;BP_Drill_1;
B23_FA;FA_Drill_2;
B22_SA;SA_Assemble_1;
O24;Assemble_2;
B22_BP;BP_Sand_1;
B22_FA;FA_Assemble_1;
B23_FA;;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B23_BP;;
B23_BP;BP_Drill_2;
B22;Paint_1;
B23_FA;FA_Drill_3;
B22_SA;SA_Assemble_2;
B23_FA;FA_Cut_1;
B23_SA;SA_Drill_2;
B22;Sand_1;
B22_FA;FA_Assemble_1;
;Paint_2;
O24;Assemble_3;
O24;Sand_4;
B22_BP;BP_Sand_2;
B23_BP;BP_Cut_1;
B23_BP;BP_Drill_3;
B23_FA;FA_Drill_1;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B22_FA;FA_Assemble_1;
B22_SA;SA_Assemble_1;
B22;Paint_3;
B23_SA;SA_Drill_1;
B23_FA;FA_Cut_2;
B22_BP;BP_Sand_1;
O24;Assemble_1;
B23_FA;FA_Cut_1;
B22;Sand_3;
B22;Paint_1;
B23_FA;FA_Drill_2;
B23_BP;BP_Cut_1;
B23_FA;FA_Assemble_1;
B23_BP;BP_Drill_1;
B22;Paint_2;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B23_SA;SA_Drill_3;
B23_BP;BP_Sand_1;
B22;Sand_1;
B23_FA;FA_Cut_2;
;Assemble_2;
B23_BP;BP_Cut_1;
B23_BP;BP_Drill_2;
B23_FA;;
B23_FA;FA_Assemble_1;
B23_SA;;
B23_SA;SA_Routing_1;
B23_FA;FA_Cut_1;
B23_SA;SA_Assemble_1;
;Paint_3;
B23_SA;SA_Drill_2;
B23_BP;BP_Sand_2;
B23_BP;BP_Cut_1;
B23_BP;BP_Drill_3;
B22;Paint_1;
;FA_Drill_1;
O24;Assemble_3;
B23_FA;FA_Assemble_1;
B22;;
B23_FA;FA_Cut_2;
B22;Sand_3;
B22;Paint_2;
B22;Sand_2;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B23_FA;FA_Drill_2;
B23_FA;FA_Assemble_1;
B23_SA;SA_Drill_1;
O24;Assemble_1;
B23_SA;SA_Assemble_2;
B23_BP;BP_Cut_1;
B23_FA;FA_Cut_1;
B22;Attach_BP_1;
B23_BP;BP_Drill_1;
B23_BP;BP_Sand_1;
O24;Sand_1;
B23;;
O24;Paint_3;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B23_FA;FA_Drill_3;
B23_BP;BP_Cut_1;
B22;Paint_1;
B23_FA;FA_Cut_2;
B23_FA;;
O24;Sand_4;
B23_BP;BP_Drill_2;
B23_BP;BP_Sand_2;
B23_SA;SA_Drill_3;
B23_SA;SA_Assemble_1;
;Paint_2;
;FA_Drill_1;
B23_FA;FA_Assemble_1;
B23_BP;BP_Cut_1;
O24;Sand_3;
B23_FA;FA_Cut_1;
O24;Sand_2;
B23_BP;BP_Drill_3;
B23_BP;BP_Sand_1;
B23;Assemble_3;
B23_SA;;
B23_SA;SA_Routing_1;
B23_BP;BP_Paint_1;
B23_BP;BP_Paint_2;
B23_SA;SA_Drill_2;
B23_SA;SA_Assemble_2;
B23_FA;FA_Drill_2;
B23_FA;FA_Assemble_1;
B23_FA;FA_Cut_2;
;BP_Cut_1;
B23;;
B22;;
B23;Assemble_1;
B23_BP;BP_Drill_1;
B23_BP;BP_Sand_2;
;SA_Cut_1;
B23_SA;SA_Routing_1;
B23_BP;BP_Paint_2;
B23_SA;SA_Assemble_1;
B23_FA;FA_Cut_1;
B23_BP;BP_Paint_1;
B23_SA;SA_Drill_1;
B23_FA;FA_Drill_3;
B23_BP;BP_Cut_1;
B23_FA;FA_Assemble_1;
B23_FA;FA_Cut_2;
B23;Assemble_2;
B23_FA;FA_Drill_1;
B23_BP;BP_Drill_2;
B23_BP;BP_Sand_1;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
;FA_Assemble_1;
B23_BP;BP_Paint_1;
;Paint_1;
B23_BP;BP_Paint_2;
B23_FA;FA_Drill_2;
B23_BP;BP_Cut_1;
B23_SA;SA_Drill_3;
B23_SA;SA_Assemble_2;
B23;Assemble_3;
B23_BP;BP_Drill_3;
B23_BP;;
B23_FA;FA_Cut_1;
B23_FA;;
B23_FA;FA_Cut_2;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
;BP_Cut_1;
O24;Sand_1;
O24;Paint_2;
B23_SA;SA_Assemble_1;
B23_SA;SA_Drill_2;
B23_BP;BP_Paint_1;
B23_BP;BP_Paint_2;
B22;Attach_BP_1;
B23_BP;BP_Drill_1;
B23_BP;BP_Sand_1;
O24;Sand_4;
O24;Paint_3;
B23;Assemble_1;
B23_BP;BP_Cut_1;
B23_FA;FA_Drill_3;
B23_FA;FA_Cut_1;
;SA_Cut_1;
B23_SA;SA_Routing_1;
B23_FA;FA_Assemble_1;
B23_FA;FA_Cut_2;
B23;Sand_2;
O24;Paint_1;
B23_FA;FA_Drill_1;
O24;Sand_3;
B23_BP;BP_Paint_1;
B23_FA;FA_Drill_2;
B23_SA;;
B23_SA;SA_Assemble_2;
B23;Assemble_2;
B23_BP;BP_Paint_2;
B23_BP;BP_Drill_2;
B23_BP;BP_Sand_2;
B23_FA;FA_Assemble_1;
B23_BP;BP_Cut_1;
B23_SA;;
B23_SA;SA_Routing_1;
B23_BP;BP_Drill_3;
B23_BP;BP_Sand_1;
B23_SA;SA_Assemble_1;
B23_FA;FA_Assemble_1;
B23_SA;SA_Drill_3;
B23_FA;;
;BP_Paint_1;
B24_BP;BP_Cut_1;
B23_BP;BP_Paint_2;
B23_FA;FA_Cut_2;
B23;Assemble_3;
B23_SA;SA_Assemble_2;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B23_BP;BP_Drill_1;
B23_BP;BP_Sand_2;
B23_FA;FA_Drill_1;
B23_FA;FA_Assemble_1;
B23_SA;SA_Drill_2;
B23_FA;FA_Drill_3;
O24;Paint_2;
B24_BP;BP_Cut_1;
B23_BP;BP_Paint_1;
B23;Assemble_1;
B23_FA;FA_Drill_2;
B23_BP;BP_Paint_2;
B23_FA;FA_Cut_1;
B23_FA;FA_Assemble_1;
B23_FA;FA_Cut_2;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B24_BP;BP_Cut_1;
B23_SA;SA_Assemble_1;
B23;Sand_2;
B23;Paint_3;
B23;Sand_1;
B23_SA;SA_Drill_1;
B23;Assemble_2;
B24_BP;BP_Drill_2;
B23_BP;BP_Sand_1;
B23_FA;FA_Assemble_1;
B23_BP;BP_Paint_1;
B23;Sand_4;
O24;Paint_1;
B24_BP;BP_Paint_2;
B24_BP;BP_Drill_3;
B23_BP;BP_Sand_2;
B24_BP;BP_Cut_1;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B24_FA;FA_Cut_1;
B23_FA;FA_Drill_1;
B23;Sand_3;
B23;Assemble_3;
B23_FA;FA_Assemble_1;
B24_FA;FA_Cut_2;
B24_BP;BP_Paint_1;
B23_SA;SA_Drill_3;
B23_FA;FA_Drill_3;
B23_SA;SA_Assemble_1;
;BP_Drill_1;
B24_BP;BP_Cut_1;
B23_FA;FA_Drill_2;
;BP_Sand_1;
B23_FA;FA_Assemble_1;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B24_BP;BP_Paint_2;
O24;Paint_2;
B23_FA;FA_Assemble_1;
B24_FA;FA_Cut_1;
B23_SA;SA_Drill_2;
B24_BP;BP_Cut_1;
B24_FA;FA_Cut_2;
B23_SA;SA_Assemble_2;
;Assemble_1;
;Paint_3;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B24_BP;BP_Paint_1;
B23_SA;SA_Assemble_1;
B23_SA;SA_Drill_1;
;BP_Paint_2;
B24_BP;BP_Cut_1;
B23;Sand_2;
;FA_Drill_1;
B23;Paint_1;
B23_FA;FA_Assemble_1;
O24;Attach_BP_1;
B23;Sand_1;
B24_FA;FA_Cut_1;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
;BP_Drill_2;
B24_BP;BP_Sand_1;
B23;Assemble_2;
B23_FA;FA_Drill_2;
B24_FA;FA_Drill_3;
B24_FA;FA_Cut_2;
B24_BP;BP_Cut_1;
B23;Sand_4;
B23_BP;;
B24_BP;;
B23_FA;FA_Assemble_1;
B24_BP;BP_Drill_3;
B23;Sand_3;
B23;;
B24_BP;BP_Sand_2;
B23_SA;SA_Drill_3;
B23_SA;SA_Assemble_1;
B24_BP;BP_Paint_2;
B23_FA;;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B24_BP;BP_Cut_1;
B24_BP;BP_Drill_1;
B24_FA;FA_Cut_1;
B23_SA;SA_Drill_2;
B23;Paint_2;
B23_SA;SA_Assemble_2;
B24_FA;FA_Cut_2;
B24_BP;BP_Sand_1;
;Assemble_1;
B24_BP;BP_Paint_1;
B23;Paint_3;
B24_BP;BP_Cut_1;
B24_FA;FA_Drill_1;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
;FA_Assemble_1;
B24_FA;FA_Drill_2;
B23;Paint_1;
B23_SA;SA_Drill_1;
B24_BP;BP_Paint_2;
B23_SA;SA_Assemble_1;
B24_FA;FA_Drill_3;
B24_FA;FA_Cut_1;
B23_FA;FA_Assemble_1;
;Sand_1;
B24_BP;BP_Cut_1;
B24_FA;FA_Cut_2;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B23;Sand_2;
B24_BP;BP_Paint_1;
B24_FA;FA_Assemble_1;
B24_BP;BP_Drill_2;
B24_BP;BP_Sand_2;
B23_SA;SA_Drill_3;
B23;Sand_4;
B23_SA;SA_Assemble_2;
B24_BP;;
B24_BP;BP_Paint_2;
B24_BP;BP_Drill_3;
B24_BP;BP_Sand_1;
B23;Sand_3;
B24_FA;FA_Cut_1;
B23;Paint_3;
B24_FA;FA_Cut_2;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B23;Paint_2;
B24_BP;BP_Cut_1;
B23_SA;SA_Drill_2;
B23_SA;SA_Assemble_1;
B24_BP;BP_Paint_1;
B24_BP;BP_Drill_1;
B24_FA;FA_Drill_2;
B24_FA;FA_Assemble_1;
B23;Paint_1;
;FA_Drill_1;
B24_BP;BP_Paint_2;
B24_FA;FA_Drill_3;
B23_SA;SA_Assemble_2;
B24_BP;BP_Cut_1;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B24_FA;FA_Cut_1;
B24_FA;;
B24_FA;FA_Assemble_1;
B24_BP;;
B23_SA;;
B24_FA;FA_Assemble_1;
B24_BP;BP_Paint_1;
;BP_Cut_1;
B23;Paint_3;
B24_BP;BP_Paint_2;
B23;Sand_4;
B23_SA;SA_Assemble_1;
B23;Sand_1;
;SA_Cut_1;
B23_SA;SA_Routing_1;
B24_BP;BP_Drill_2;
B24_BP;BP_Sand_1;
B23_SA;SA_Drill_3;
B23;Attach_BP_1;
B24_FA;FA_Cut_1;
B24_BP;BP_Cut_1;
B24_FA;FA_Cut_2;
B23;Paint_2;
B23;Paint_1;
;FA_Drill_1;
B24_FA;FA_Drill_2;
B24_FA;FA_Assemble_1;
B24_BP;BP_Paint_1;
;BP_Drill_3;
B24_BP;BP_Sand_2;
B24_BP;BP_Paint_2;
B23_SA;SA_Assemble_2;
B24_BP;BP_Cut_1;
B24_FA;FA_Drill_3;
B24_FA;FA_Assemble_1;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B24_BP;BP_Drill_1;
B24_FA;;
B24_SA;SA_Drill_2;
B24_FA;FA_Cut_2;
B24_BP;BP_Sand_1;
B23;Paint_3;
B24_BP;BP_Cut_1;
B24_FA;FA_Assemble_1;
B23_SA;SA_Assemble_1;
B23_BP;;
B23;Attach_BP_1;
B24_BP;BP_Paint_1;
B22_BP;;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B24_BP;BP_Cut_1;
B23;Attach_BP_1;
B23;Paint_2;
B24_SA;SA_Drill_1;
B24_FA;FA_Cut_1;
B24_FA;FA_Drill_1;
B24_FA;FA_Cut_2;
B24_FA;FA_Assemble_1;
B23;Paint_1;
B22_BP;BP_Paint_2;
B23_SA;;
B22_BP;BP_Paint_1;
B23;Attach_BP_1;
B24_BP;BP_Drill_2;
B24_BP;BP_Sand_2;
B24_BP;BP_Cut_1;
B24_FA;FA_Drill_2;
B24_FA;FA_Assemble_1;
B22_BP;BP_Paint_2;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B24_FA;FA_Drill_3;
B23;Attach_BP_1;
B22_BP;BP_Paint_1;
B24_SA;SA_Drill_3;
B24_FA;FA_Cut_2;
B23;Paint_3;
B24_FA;;
B24_BP;BP_Cut_1;
B24_FA;FA_Cut_1;
B24_BP;BP_Drill_1;
B22_BP;BP_Paint_2;
B24_BP;BP_Sand_1;
;BP_Drill_3;
B22_BP;BP_Paint_1;
O22_BP;BP_Cut_1;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B24_BP;BP_Sand_2;
B23;Attach_BP_1;
B22_BP;BP_Paint_2;
B24_FA;FA_Drill_1;
B24_FA;FA_Cut_2;
B24_FA;FA_Assemble_1;
B24_FA;FA_Cut_1;
;BP_Paint_1;
O22_BP;BP_Cut_1;
B24_SA;SA_Drill_2;
B24_SA;SA_Assemble_1;
B23;Attach_BP_1;
B22_BP;BP_Paint_2;
B24_FA;FA_Drill_2;
B24_FA;FA_Assemble_1;
O22_BP;;
B24_BP;BP_Drill_2;
B24_BP;;
B22_BP;BP_Paint_1;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B24_FA;FA_Drill_3;
B24_FA;FA_Cut_2;
B23;Attach_BP_1;
B24_FA;FA_Assemble_1;
B24_FA;FA_Cut_1;
B24_SA;SA_Drill_1;
B24_SA;SA_Assemble_2;
B22_BP;BP_Paint_2;
O22_BP;BP_Cut_1;
B22_BP;BP_Paint_1;
B23;Attach_BP_1;
O22_BP;BP_Cut_1;
B22_BP;BP_Paint_2;
B24;Assemble_1;
B24_SA;SA_Assemble_1;
B24_BP;BP_Drill_3;
B24_BP;BP_Sand_2;
;FA_Drill_1;
B24_FA;FA_Assemble_1;
B24_SA;SA_Routing_1;
B22_BP;BP_Paint_1;
B24_SA;SA_Cut_1;
B24_FA;FA_Cut_2;
B24_BP;BP_Drill_1;
B23;Attach_BP_1;
B24_BP;BP_Sand_1;
B24_FA;FA_Cut_1;
;SA_Drill_3;
O22_BP;BP_Cut_1;
B22_BP;BP_Paint_2;
B24;Assemble_2;
B22_BP;BP_Paint_1;
B24;;
B24_FA;FA_Drill_2;
;FA_Assemble_1;
O22_BP;BP_Cut_1;
B24_FA;FA_Drill_3;
B22_BP;BP_Paint_2;
B24_SA;SA_Routing_1;
B24_SA;;
B24_FA;FA_Cut_2;
B22_BP;BP_Paint_1;
B24_FA;FA_Cut_1;
B24_FA;FA_Assemble_1;
O22_BP;BP_Cut_1;
B24;Assemble_3;
B23;Attach_BP_1;
B22_BP;BP_Paint_2;
B24_SA;SA_Drill_2;
B24;Sand_1;
B24_SA;SA_Assemble_1;
B24_BP;BP_Drill_2;
B24_BP;BP_Sand_1;
O22_BP;;
B22_BP;BP_Paint_1;
B24;Attach_BP_1;
;FA_Drill_1;
B24_FA;FA_Assemble_1;
B24_SA;SA_Routing_1;
B24_SA;;
;BP_Paint_2;
B24_FA;FA_Cut_2;
B24_FA;FA_Cut_1;
B24_SA;SA_Drill_1;
B24_SA;SA_Assemble_2;
O22_BP;BP_Cut_1;
B22_BP;BP_Paint_1;
B24_BP;BP_Drill_3;
B24_BP;BP_Sand_2;
B24;Sand_2;
B24;Attach_BP_1;
B22_BP;BP_Paint_2;
B24_BP;BP_Drill_1;
O22_BP;BP_Cut_1;
B24_FA;FA_Drill_3;
B24_FA;FA_Drill_2;
B24_FA;FA_Assemble_1;
B23_BP;BP_Paint_1;
B24;Assemble_1;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B24_FA;FA_Cut_2;
B24_BP;BP_Sand_1;
B24;;
B23_BP;BP_Paint_2;
O22_BP;BP_Cut_1;
B24_FA;FA_Cut_1;
;FA_Assemble_1;
B24;Attach_BP_1;
B24;Assemble_2;
B24_SA;SA_Drill_3;
B23_BP;BP_Paint_1;
B24_SA;SA_Assemble_1;
O22_BP;BP_Cut_1;
B24_FA;FA_Drill_1;
O22_BP;BP_Drill_2;
B23_BP;BP_Paint_2;
B24_BP;BP_Sand_2;
B24_FA;FA_Assemble_1;
B24;Attach_BP_1;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B24_FA;FA_Cut_2;
O22_BP;BP_Cut_1;
B24_FA;FA_Cut_1;
B23_BP;BP_Paint_1;
B24_SA;SA_Drill_2;
B24_SA;SA_Assemble_2;
B24;Paint_1;
B24_FA;FA_Drill_3;
B24_FA;FA_Assemble_1;
O22_BP;BP_Cut_1;
B24;Attach_BP_1;
B23_BP;BP_Paint_2;
B24;Sand_1;
B24_FA;FA_Drill_2;
B24;Assemble_1;
O22_BP;BP_Drill_3;
B24_BP;BP_Sand_1;
B24_FA;FA_Assemble_1;
O22_BP;BP_Drill_2;
B24_SA;SA_Routing_1;
O22_BP;BP_Drill_1;
B24_SA;SA_Cut_1;
O22_BP;BP_Cut_1;
B24_FA;FA_Cut_2;
;FA_Cut_1;
;BP_Paint_1;
O22_BP;BP_Sand_2;
B24;Attach_BP_1;
B24;Sand_4;
B24_SA;SA_Drill_1;
B23_BP;BP_Paint_2;
B24_SA;SA_Assemble_1;
B24;Paint_2;
O22_BP;BP_Cut_1;
B24;Assemble_2;
B24;Attach_BP_1;
B24_FA;FA_Cut_2;
B24_FA;FA_Drill_1;
O22_BP;BP_Cut_1;
;BP_Paint_1;
B24_SA;SA_Routing_1;
B24_FA;FA_Assemble_1;
B24_SA;SA_Cut_1;
B24_BP;BP_Sand_2;
O22_FA;FA_Cut_1;
B24;Paint_3;
B23_BP;BP_Paint_2;
O22_BP;BP_Drill_1;
O22_BP;BP_Drill_3;
O22_BP;BP_Sand_1;
B24_SA;SA_Drill_3;
;SA_Assemble_2;
O22_BP;;
O22_BP;BP_Cut_1;
B24_FA;FA_Drill_3;
B24_FA;FA_Assemble_1;
B24;Attach_BP_1;
B24;Assemble_3;
B24;Sand_2;
B23_BP;BP_Paint_1;
B24_FA;FA_Drill_2;
O22_FA;FA_Cut_2;
O22_BP;;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B24_FA;FA_Assemble_1;
B23_BP;BP_Paint_2;
O22_BP;BP_Sand_1;
O22_FA;FA_Cut_1;
B24_SA;SA_Drill_2;
B24;Attach_BP_1;
;SA_Assemble_1;
O22_BP;BP_Sand_2;
O22_BP;BP_Cut_1;
O22_BP;BP_Drill_2;
O22_BP;BP_Drill_1;
B23_BP;BP_Paint_1;
B24;Assemble_1;
O22_BP;BP_Drill_3;
O22_BP;BP_Sand_1;
O22_FA;FA_Cut_2;
B24;;
B23_BP;BP_Paint_2;
B24;Sand_1;
O22_FA;FA_Cut_1;
O22_BP;BP_Cut_1;
B24_SA;SA_Routing_1;
B24_FA;FA_Drill_1;
B24_SA;SA_Cut_1;
B24;Attach_BP_1;
B24_FA;FA_Assemble_1;
O22_BP;BP_Sand_2;
O22_BP;BP_Cut_1;
B23_BP;BP_Paint_1;
O22_BP;BP_Sand_1;
B24_SA;;
B24_SA;SA_Assemble_2;
O22_FA;FA_Cut_2;
B24;Attach_BP_1;
;Sand_3;
B24;Paint_2;
B24_FA;FA_Drill_3;
B24;Assemble_2;
B24_BP;BP_Paint_2;
B24_FA;FA_Assemble_1;
O22_BP;BP_Drill_1;
B24_FA;FA_Drill_2;
O22_BP;BP_Drill_2;
O22_FA;FA_Cut_1;
O23_BP;BP_Cut_1;
O22_BP;BP_Sand_2;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B24_BP;BP_Paint_1;
O22_BP;BP_Drill_3;
O22_BP;BP_Sand_1;
B24_FA;FA_Assemble_1;
B24;Attach_BP_1;
B24_SA;SA_Drill_3;
O22_FA;FA_Cut_2;
B24_SA;SA_Assemble_1;
O23_BP;BP_Cut_1;
B24;Sand_4;
O22_BP;BP_Sand_2;
O22_FA;FA_Cut_1;
B24;Paint_3;
B24_BP;BP_Paint_2;
B24;Attach_BP_1;
B24_FA;FA_Drill_1;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B24_FA;FA_Assemble_1;
B24;Assemble_1;
O22_BP;BP_Drill_1;
O22_BP;BP_Sand_1;
O23_BP;BP_Cut_1;
O22_BP;BP_Drill_2;
B24_BP;BP_Paint_1;
B24_SA;SA_Drill_2;
B24_SA;SA_Assemble_2;
O22_FA;FA_Cut_2;
O22_BP;BP_Sand_2;
B24;Attach_BP_1;
B24;Sand_2;
O22_FA;FA_Cut_1;
O22_BP;BP_Drill_3;
;;
O22_BP;BP_Sand_1;
B24_FA;FA_Assemble_1;
B24;Assemble_2;
B24_BP;BP_Paint_2;
O23_BP;BP_Cut_1;
B24_FA;FA_Drill_3;
;;
B24_SA;SA_Cut_1;
;Paint_1;
B24;Attach_BP_1;
B24_FA;FA_Assemble_1;
B24_BP;BP_Paint_1;
O22_BP;BP_Drill_1;
O22_FA;FA_Cut_2;
O22_BP;BP_Sand_2;
O22_BP;BP_Drill_2;
O22_FA;FA_Cut_1;
O23_BP;BP_Cut_1;
O22_BP;BP_Sand_1;
B24;Paint_2;
B24;Assemble_3;
B24_SA;SA_Drill_1;
B24_SA;SA_Assemble_1;
B24_BP;BP_Paint_2;
B24;Attach_BP_1;
O22_BP;BP_Drill_3;
O22_BP;BP_Sand_2;
O23_BP;BP_Cut_1;
;;
B24_SA;SA_Cut_1;
B24_BP;BP_Paint_1;
B24;Sand_1;
O22_FA;FA_Cut_2;
B24_FA;FA_Drill_1;
B24_FA;FA_Assemble_1;
O22_FA;FA_Cut_1;
O22_BP;BP_Drill_2;
O22_BP;BP_Sand_1;
O22_BP;BP_Drill_1;
B24;Paint_3;
B24;Attach_BP_1;
B24_SA;SA_Drill_3;
O23_BP;BP_Cut_1;
B24_SA;SA_Assemble_2;
B24;Sand_3;
O22_BP;BP_Sand_2;
B24_FA;FA_Drill_2;
B24_BP;BP_Paint_2;
B24_FA;FA_Assemble_1;
;BP_Drill_3;
B24;Assemble_1;
B24_SA;SA_Routing_1;
O22_FA;FA_Cut_2;
B24_FA;FA_Drill_3;
B24_BP;BP_Paint_1;
B24_SA;SA_Cut_1;
O22_FA;FA_Cut_1;
B23;Attach_BP_1;
O22_BP;BP_Sand_1;
O23_BP;BP_Cut_1;
B24_SA;SA_Assemble_1;
B24_FA;FA_Assemble_1;
;SA_Drill_2;
O22_BP;BP_Drill_2;
O22_BP;BP_Sand_2;
O23_BP;BP_Drill_1;
B22;Attach_BP_1;
B24;Paint_1;
B24_BP;BP_Paint_2;
O22_BP;BP_Sand_1;
B24;Sand_2;
O23_BP;BP_Cut_1;
B24;Assemble_2;
O22_FA;FA_Cut_1;
O22_FA;FA_Cut_2;
B23;Attach_BP_1;
B24_BP;BP_Paint_1;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B24_FA;FA_Drill_1;
B24_FA;FA_Assemble_1;
O23_BP;BP_Drill_3;
O22_BP;BP_Sand_2;
O23_BP;BP_Cut_1;
B23;Attach_BP_1;
B24;Assemble_3;
B24_SA;SA_Drill_1;
B24_SA;SA_Assemble_1;
O23_BP;BP_Drill_2;
O22_BP;BP_Sand_1;
B24_FA;FA_Drill_2;
B24_FA;FA_Assemble_1;
B24;Sand_4;
O22_FA;FA_Cut_1;
;FA_Cut_2;
B24;Paint_2;
B24_BP;BP_Paint_2;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
O23_BP;BP_Cut_1;
B24_BP;BP_Paint_1;
O22_FA;FA_Drill_3;
